unique_id,race,race_imputed,imputation_probability,date,city,state,zip,county,agencies,highest_force,armed,weapon,aggressive,fleeing,intended_use_of_force,GEOID,NAME,IncomeE,IncomeM,Total_popE,Total_popM,NH_WhiteE,NH_WhiteM,NH_BlackE,NH_BlackM,NH_AsianE,NH_AsianM,Hisp_LatinoE,Hisp_LatinoM,income_tertile,income_quartile,income_quintiles,income_quintiles_nolab,income_sextile,income_septile,income_octile,income_nonile,income_decile,income_15_quant,income_ventile,income_50_quantiles,income_bins,income_bins_100,NH_WhiteP,NH_BlackP,NH_AsianP,Hisp_LatinoP,Majority
21667,Black,Black,NA,2017-07-27,Homer,LA,71040,Claiborne,Louisiana Department of Public Safety & Corrections,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Vehicle,Deadly force,22027950201,"Census Tract 9502.01, Claiborne Parish, Louisiana",43409,31137,2767,526,1150,228,1474,359,0,14,127,58,1,1,2nd Quintile,2,2,2,2,2,3,4,5,11,42,21,0.41561257679797614,0.5327069027827972,0,0.045898084568124324,Black
21668,White,White,NA,2017-07-27,Los Angeles,CA,90028,Los Angeles,Los Angeles Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,06037190201,"Census Tract 1902.01, Los Angeles County, California",31403,4525,2895,566,1054,190,260,108,159,78,1219,556,1,1,1st Quintile,1,1,1,1,1,1,2,2,4,14,7,0.36407599309153715,0.08981001727115717,0.054922279792746116,0.4210708117443869,NA
21669,White,White,NA,2017-07-27,Wenatchee,WA,98801,Chelan,Wenatchee Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,53007960804,"Census Tract 9608.04, Chelan County, Washington",58724,10227,3974,582,2498,348,4,6,2,4,1312,549,2,2,3rd Quintile,3,3,4,4,5,5,7,9,23,89,45,0.6285858077503774,0.0010065425264217413,5.032712632108706e-4,0.3301459486663312,White
21670,White,White,NA,2017-07-27,Grand Terrace,CA,92313,San Bernardino,San Bernardino County Sheriff's Office,Gunshot,Armed,Firearm/Rifle,Used weapon,Not fleeing,Deadly force,06071007106,"Census Tract 71.06, San Bernardino County, California",71696,13455,4033,619,1360,369,181,152,257,159,2009,541,2,3,4th Quintile,4,4,5,5,6,7,10,13,31,124,62,0.337217951896851,0.04487974212744855,0.06372427473344905,0.49814034217703945,NA
21671,Hispanic/Latino,Hispanic/Latino,NA,2017-07-27,Chowchilla,CA,93610,Madera,"Chowchilla Police Department, California Highway Patrol",Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,06039000301,"Census Tract 3.01, Madera County, California",60613,6598,3613,645,1356,435,0,13,0,13,2001,518,2,2,3rd Quintile,3,3,4,4,5,5,8,10,24,95,48,0.37531137558815386,0,0,0.5538333794630501,Hispanic/Latino
21661,Black,Black,NA,2017-07-26,Dayton,OH,45414,Montgomery,"Trotwood Police Department, Montgomery County Sheriff's Office",Gunshot,Armed,Firearm/Handgun,None,Fleeing/Vehicle,Deadly force,39113080500,"Census Tract 805, Montgomery County, Ohio",37159,10111,6022,641,4102,648,942,505,64,110,86,91,1,1,1st Quintile,1,1,1,1,2,2,2,3,7,25,13,0.6811690468282963,0.15642643639986714,0.010627698439056792,0.014280969777482564,White
21662,White,White,NA,2017-07-26,Phoenix,AZ,85027,Maricopa,Phoenix Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Bicycle,Deadly force,04013614601,"Census Tract 6146.01, Maricopa County, Arizona",64080,17253,3463,579,2521,467,44,71,95,107,641,330,2,3,3rd Quintile,3,4,4,5,5,6,8,11,27,105,53,0.7279815189142362,0.012705746462604677,0.027432861680623737,0.18509962460294543,White
21664,White,White,NA,2017-07-26,San Antonio,TX,78238,Bexar,San Antonio Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,48029181602,"Census Tract 1816.02, Bexar County, Texas",47083,11486,6747,1259,315,153,312,200,147,201,5827,1311,1,2,2nd Quintile,2,2,2,3,3,3,4,6,13,52,26,0.04668741662961316,0.046242774566473986,0.021787461093819474,0.8636431006373203,Hispanic/Latino
21665,Hispanic/Latino,Hispanic/Latino,NA,2017-07-26,Avenal,CA,93204,Kings,Avenal Police Department,Gunshot,Armed,Blunt object/Metal rod,Used weapon,Not fleeing,Deadly force,06031001702,"Census Tract 17.02, Kings County, California",48728,10244,5311,677,228,120,0,19,0,19,5062,691,1,2,2nd Quintile,2,2,2,3,3,3,5,6,15,57,29,0.04292976840519676,0,0,0.9531161739785351,Hispanic/Latino
21666,White,White,NA,2017-07-26,Vero Beach,FL,32968,Indian River,Indian River County Sheriff's Office,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,12061050704,"Census Tract 507.04, Indian River County, Florida",57786,17571,3246,851,2899,826,22,29,31,84,155,83,2,2,3rd Quintile,3,3,4,4,4,5,7,9,22,87,44,0.8930991990141713,0.006777572396796057,0.009550215650030808,0.04775107825015404,White
21654,Black,Black,NA,2017-07-25,Marion,AR,72364,Crittenden,Marion Police Department,Gunshot,Armed,Firearm/Pellet gun,Brandished weapon,Not fleeing,Deadly force,05035030806,"Census Tract 308.06, Crittenden County, Arkansas",116283,12378,3614,398,2463,383,696,214,43,38,103,106,3,4,5th Quintile,5,6,7,8,9,10,14,19,46,181,91,0.6815163254012175,0.19258439402324296,0.011898173768677366,0.02850027670171555,White
21655,White,White,NA,2017-07-25,Richmond,VA,23219,Richmond City,Richmond Police Department,Gunshot,Armed,Edged weapon/ax,Advanced toward officer(s),Not fleeing,Deadly force,51760030501,"Census Tract 305.01, Richmond city, Virginia",21855,11182,2621,487,1257,316,591,340,265,131,190,111,1,1,1st Quintile,1,1,1,1,1,1,1,1,1,4,2,0.47958794353300266,0.2254864555513163,0.10110644792064098,0.07249141549027088,NA
21657,White,White,NA,2017-07-25,Jacksonville,FL,32210,Duval,Jacksonville Sheriff's Office,Gunshot,Armed,Firearm/Gun,Brandished weapon,Fleeing/Vehicle,Deadly force,12031012702,"Census Tract 127.02, Duval County, Florida",48529,25017,6229,896,2275,402,2958,911,23,40,509,447,1,2,2nd Quintile,2,2,2,3,3,3,5,6,15,57,29,0.36522716326858246,0.47487558195537005,0.003692406485792262,0.08171456092470701,NA
21658,Hispanic/Latino,Hispanic/Latino,NA,2017-07-25,Avondale,AZ,85392,Maricopa,Avondale Police Department,Gunshot,Armed,Firearm/Rifle,Brandished weapon,Not fleeing,Deadly force,04013082019,"Census Tract 820.19, Maricopa County, Arizona",93194,17677,2628,415,1085,312,253,138,434,480,822,183,3,4,5th Quintile,5,5,6,7,8,9,13,17,41,161,81,0.4128614916286149,0.09627092846270928,0.16514459665144596,0.3127853881278539,NA
21531,Hispanic/Latino,Hispanic/Latino,NA,2017-07-24,Southaven,MS,38671,DeSoto,Southaven Police Department,Gunshot,Uncertain,Uncertain,Uncertain,Not fleeing,Deadly force,28033070310,"Census Tract 703.10, DeSoto County, Mississippi",46578,4676,4146,673,1802,385,1703,558,0,14,519,293,1,2,2nd Quintile,2,2,2,3,3,3,4,6,13,51,26,0.43463579353593823,0.4107573564881814,0,0.1251808972503618,NA
21532,White,White,NA,2017-07-24,St. Louis,MO,63128,St. Louis,St. Louis County Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Vehicle,Deadly force,29189221336,"Census Tract 2213.36, St. Louis County, Missouri",75195,21101,3431,424,3280,440,0,12,48,85,1,3,2,3,4th Quintile,4,4,5,6,6,7,10,14,33,131,66,0.9559895074322355,0,0.013990090352666861,2.914602156805596e-4,White
21528,White,White,NA,2017-07-23,Chico,CA,95928,Butte,Chico Police Department,Gunshot,Armed,Edged weapon/Knife,Used weapon,Fleeing/Foot,Deadly force,06007001000,"Census Tract 10, Butte County, California",35297,11426,4356,997,3281,908,158,189,38,58,651,288,1,1,1st Quintile,1,1,1,1,1,2,2,3,6,21,11,0.7532139577594124,0.03627180899908173,0.008723599632690543,0.1494490358126722,White
21529,White,White,NA,2017-07-23,Eau Claire,WI,54703,Eau Claire,Eau Claire Police Department,Gunshot,Armed,Firearm/Shotgun,Used weapon,Not fleeing,Deadly force,55035001500,"Census Tract 15, Eau Claire County, Wisconsin",75043,5973,3588,255,3475,249,15,17,13,15,63,84,2,3,4th Quintile,4,4,5,6,6,7,10,14,33,131,66,0.96850613154960985,0.004180602006688963,0.0036231884057971015,0.017558528428093644,White
21530,White,White,NA,2017-07-23,Spencer,MA,01562,Worcester,Spencer Police Department,Gunshot,Armed,Firearm/Pellet gun,Brandished weapon,Fleeing/Vehicle,Deadly force,25027726100,"Census Tract 7261, Worcester County, Massachusetts",97820,13069,6132,607,5764,628,80,115,41,46,130,103,3,4,5th Quintile,5,5,6,7,8,9,13,17,42,166,83,0.9399869536855838,0.01304631441617743,0.0066862361382909324,0.021200260926288322,White
21523,Hispanic/Latino,Hispanic/Latino,NA,2017-07-21,Mission,TX,78572,Hidalgo,Mission Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,48215020205,"Census Tract 202.05, Hidalgo County, Texas",36886,6818,5187,685,341,243,0,20,0,20,4846,621,1,1,1st Quintile,1,1,1,1,2,2,2,3,7,25,13,0.06574127626759206,0,0,0.9342587237324079,Hispanic/Latino
21524,Hispanic/Latino,Hispanic/Latino,NA,2017-07-21,Santa Ana,CA,92707,Orange,Santa Ana Police Department,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,06059074005,"Census Tract 740.05, Orange County, California",93333,17294,7836,1182,875,344,67,68,916,269,5950,1113,3,4,5th Quintile,5,5,6,7,8,9,13,17,41,161,81,0.11166411434405309,0.008550280755487494,0.11689637570188872,0.759315977539561,Hispanic/Latino
21653,Other/Unknown,White,0.595314592,2017-07-21,Chino Valley,AZ,86323,Yavapai,"Yavapai County Sheriff's Office, Chino Valley Police Department",Gunshot,Armed,Firearm/Rifle,Brandished weapon,Not fleeing,Deadly force,04025000211,"Census Tract 2.11, Yavapai County, Arizona",59408,14794,6215,911,4176,713,39,34,22,27,1785,583,2,2,3rd Quintile,3,3,4,4,5,5,7,10,23,91,46,0.6719227674979887,0.006275140788415125,0.0035398230088495575,0.28720836685438456,White
21518,White,White,NA,2017-07-20,Tallapoosa,GA,30176,Haralson,Paulding County Sheriff's Office,Gunshot,Unarmed,None,Uncertain,Not fleeing,Deadly force,13143010202,"Census Tract 102.02, Haralson County, Georgia",58688,15596,1834,343,1810,340,16,27,0,14,0,14,2,2,3rd Quintile,3,3,4,4,4,5,7,9,23,89,45,0.9869138495092693,0.008724100327153763,0,0,White
21519,Black,Black,NA,2017-07-20,St. Louis,MO,63136,St. Louis,St. Louis Metropolitan Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,29510107300,"Census Tract 1073, St. Louis city, Missouri",34483,3959,4580,1141,48,64,4337,1122,0,12,46,83,1,1,1st Quintile,1,1,1,1,1,1,2,2,5,20,10,0.010480349344978166,0.9469432314410481,0,0.010043668122270743,Black
21520,White,White,NA,2017-07-20,Neosho,MO,64850,Newton,Neosho Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Vehicle,Deadly force,29145020200,"Census Tract 202, Newton County, Missouri",54901,6710,5343,558,3886,436,56,63,58,89,632,311,2,2,2nd Quintile,2,3,3,4,4,4,6,8,20,78,39,0.7273067565038368,0.010481003181733109,0.010855324723937862,0.11828560733670222,White
21514,White,White,NA,2017-07-19,Santa Fe,NM,87505,Santa Fe,Santa Fe Police Department,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,35049001102,"Census Tract 11.02, Santa Fe County, New Mexico",74573,7379,3608,545,1874,269,22,30,203,135,1232,407,2,3,4th Quintile,4,4,5,6,6,7,10,13,33,130,65,0.5194013303769401,0.006097560975609756,0.05626385809312639,0.34146341463414637,White
21516,White,White,NA,2017-07-19,Saginaw,MI,48638,Saginaw,Saginaw Township Police Department,Gunshot,Unarmed,None,Struggled,Not fleeing,Deadly force,26145010600,"Census Tract 106, Saginaw County, Michigan",41521,2783,2402,392,1436,385,515,265,0,11,349,206,1,1,1st Quintile,1,2,2,2,2,2,3,4,9,36,18,0.5978351373855121,0.21440466278101583,0,0.14529558701082432,White
21517,White,White,NA,2017-07-19,Fair Oaks,CA,95628,Sacramento,"Sacramento County Sheriff's Office, Fulton-El Camino Recreation and Parks District",Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,06067008009,"Census Tract 80.09, Sacramento County, California",75500,13628,4266,435,3082,303,56,70,193,113,695,251,2,3,4th Quintile,4,4,5,6,6,7,10,14,33,132,66,0.7224566338490389,0.013127051101734646,0.045241443975621194,0.16291608063759963,White
21509,White,White,NA,2017-07-18,Clay,AL,35126,Jefferson,Jefferson County Sheriff's Office,Gunshot,Armed,Stun gun,Advanced toward officer(s),Not fleeing,Deadly force,01073011110,"Census Tract 111.10, Jefferson County, Alabama",90313,31279,5481,1017,3882,1010,1486,591,16,26,97,121,3,4,4th Quintile,4,5,6,7,8,8,12,16,40,157,79,0.7082649151614668,0.2711184090494435,0.0029191753329684362,0.017697500456121146,White
21511,Other/Unknown,White,0.901630549,2017-07-18,Eagar,AZ,85925,Apache,Eagar Police Department,Gunshot,Armed,Firearm/Pellet gun,Brandished weapon,Not fleeing,Deadly force,04001970501,"Census Tract 9705.01, Apache County, Arizona",58889,11178,5582,433,4364,457,7,15,0,19,1033,347,2,2,3rd Quintile,3,3,4,4,5,5,7,9,23,90,45,0.7817986384808312,0.0012540308133285561,0,0.1850591185954855,White
21513,White,White,NA,2017-07-18,Springfield,OR,97477,Lane,Springfield Police Department,Gunshot,Armed,Firearm/Gun,Uncertain,Not fleeing,Deadly force,41039002002,"Census Tract 20.02, Lane County, Oregon",60612,7403,4777,460,4048,503,134,123,13,22,384,198,2,2,3rd Quintile,3,3,4,4,5,5,8,10,24,95,48,0.8473937617751727,0.02805107808247854,0.00272137324680762,0.08038517898262508,White
21426,Hispanic/Latino,Hispanic/Latino,NA,2017-07-17,Las Cruces,NM,88001,Dona Ana,Las Cruces Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,35013000700,"Census Tract 7, Doña Ana County, New Mexico",32699,6955,6366,986,956,315,208,148,45,48,4734,993,1,1,1st Quintile,1,1,1,1,1,1,2,2,5,17,9,0.15017279296261388,0.03267357838517122,0.00706880301602262,0.7436380772855796,Hispanic/Latino
21427,Hispanic/Latino,Hispanic/Latino,NA,2017-07-17,San Antonio,TX,78207,Bexar,San Antonio Police Department,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,48029160501,"Census Tract 1605.01, Bexar County, Texas",20676,6860,5448,1546,427,363,364,541,38,64,4619,1618,1,1,1st Quintile,1,1,1,1,1,1,1,1,1,3,2,0.07837738619676946,0.06681350954478708,0.0069750367107195305,0.847834067547724,Hispanic/Latino
21428,Black,Black,NA,2017-07-17,Norfolk,VA,23511,Norfolk City,Norfolk Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,51710000902,"Census Tract 9.02, Norfolk city, Virginia",36919,10912,15914,1181,8701,818,3283,521,448,182,2734,488,1,1,1st Quintile,1,1,1,1,2,2,2,3,7,25,13,0.5467512881739349,0.20629634284277995,0.02815131330903607,0.17179841648862637,White
21506,White,White,NA,2017-07-17,Boston,VA,22713,Culpeper,Culpeper County Sheriff's Office,Gunshot,Armed,Firearm/Shotgun,Brandished weapon,Fleeing/Vehicle,Deadly force,51047930202,"Census Tract 9302.02, Culpeper County, Virginia",93125,17106,6621,593,5203,604,594,195,32,53,151,134,3,4,5th Quintile,5,5,6,7,8,9,13,17,41,161,81,0.7858329557468661,0.08971454463072044,0.004833106781452953,0.02280622262498112,White
21423,White,White,NA,2017-07-16,Seal Beach,CA,90740,Orange,Los Alamitos Police Department,Gunshot,Unarmed,None,None,Not fleeing,Deadly force,06059099511,"Census Tract 995.11, Orange County, California",104539,13480,2828,307,2270,291,25,29,45,31,431,195,3,4,5th Quintile,5,6,7,7,8,9,13,18,43,172,86,0.8026874115983027,0.00884016973125884,0.015912305516265914,0.1524045261669024,White
21399,White,White,NA,2017-07-15,Minneapolis,MN,55410,Hennepin,Minneapolis Police Department,Gunshot,Unarmed,None,None,Not fleeing,Deadly force,27053111300,"Census Tract 1113, Hennepin County, Minnesota",154306,21255,5041,480,4349,459,238,152,106,69,165,91,3,4,5th Quintile,5,6,7,8,9,10,15,20,49,195,98,0.862725649672684,0.04721285459234279,0.021027573894068636,0.03273160087284269,White
21418,Hispanic/Latino,Hispanic/Latino,NA,2017-07-15,Globe,AZ,85501,Gila,"U.S. Forest Service, San Carlos Apache Tribal Police Department",Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Foot,Deadly force,04007001000,"Census Tract 10, Gila County, Arizona",40341,25636,4738,758,2856,636,127,113,133,173,1512,466,1,1,1st Quintile,1,1,2,2,2,2,3,4,9,33,17,0.6027859856479527,0.02680455888560574,0.028070915998311526,0.31912199240185735,White
21419,Hispanic/Latino,Hispanic/Latino,NA,2017-07-15,Pacoima,CA,91331,Los Angeles,Los Angeles Police Department,Gunshot,Uncertain,Uncertain,Uncertain,Fleeing/Foot,Deadly force,06037104500,"Census Tract 1045, Los Angeles County, California",65956,16940,2866,772,21,21,1,3,0,13,2826,773,2,3,3rd Quintile,3,4,4,5,5,6,9,11,28,110,55,0.00732728541521284,3.489183531053733e-4,0,0.9860432658757851,Hispanic/Latino
21420,Black,Black,NA,2017-07-15,Moreno Valley,CA,92553,Riverside,Riverside County Sheriff's Department,Gunshot,Armed,Firearm/Gun,Uncertain,Not fleeing,Deadly force,06065042523,"Census Tract 425.23, Riverside County, California",68324,17129,5045,1095,414,239,1445,575,335,254,2674,985,2,3,3rd Quintile,3,4,5,5,6,6,9,12,29,116,58,0.08206144697720516,0.28642220019821607,0.06640237859266601,0.5300297324083251,Hispanic/Latino
21421,White,White,NA,2017-07-15,Arlington,TX,76013,Tarrant,Arlington Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,48439111506,"Census Tract 1115.06, Tarrant County, Texas",53860,6158,6944,964,4234,519,1471,829,225,265,834,266,2,2,2nd Quintile,2,3,3,3,4,4,6,8,19,74,37,0.6097350230414746,0.21183755760368664,0.032402073732718896,0.1201036866359447,White
21416,White,White,NA,2017-07-14,Tucson,AZ,85736,Pima,Pima County Sheriff's Department,Gunshot,Armed,Firearm/Rifle,Brandished weapon,Not fleeing,Deadly force,04019004313,"Census Tract 43.13, Pima County, Arizona",44426,9059,4404,614,2314,448,90,117,32,36,1909,507,1,1,2nd Quintile,2,2,2,2,2,3,4,5,11,44,22,0.5254314259763851,0.020435967302452316,0.007266121707538601,0.43346957311534967,White
21413,Hispanic/Latino,Hispanic/Latino,NA,2017-07-13,Goodyear,AZ,85395,Maricopa,Maricopa County Sheriff's Office,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,04013061048,"Census Tract 610.48, Maricopa County, Arizona",88542,22218,3945,735,1678,499,171,123,107,154,1571,570,3,4,4th Quintile,4,5,6,7,7,8,12,16,39,154,77,0.4253485424588086,0.04334600760456274,0.02712294043092522,0.3982256020278834,NA
21414,White,White,NA,2017-07-13,Grover Beach,CA,93433,San Luis Obispo,Grover Beach Police Department,Gunshot,Armed,Blunt object/Pipe with rope,Advanced toward officer(s),Not fleeing,Deadly force,06079012102,"Census Tract 121.02, San Luis Obispo County, California",62827,12513,5567,652,3268,475,33,53,166,112,1989,540,2,3,3rd Quintile,3,4,4,5,5,6,8,11,26,101,51,0.5870307167235495,0.005927788755164361,0.029818573738099517,0.35728399497036106,White
21415,White,White,NA,2017-07-13,Zephyrhills,FL,33540,Pasco,Pasco County Sheriff's Office,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,12101033014,"Census Tract 330.14, Pasco County, Florida",34954,4959,2577,417,2383,405,68,84,2,6,85,90,1,1,1st Quintile,1,1,1,1,1,2,2,3,6,21,11,0.9247186651144742,0.026387272021730693,7.760962359332557e-4,0.03298409002716337,White
21408,Black,Black,NA,2017-07-12,Sylacauga,AL,35150,Talladega,Sylacauga Police Department,Tasered,Unarmed,None,Struggled,Fleeing/Foot,Less-than-lethal force,01121011600,"Census Tract 116, Talladega County, Alabama",39792,13886,5676,900,3426,662,2052,668,0,17,0,17,1,1,1st Quintile,1,1,2,2,2,2,3,4,8,31,16,0.6035940803382663,0.36152219873150104,0,0,White
21411,Other/Unknown,Other/Unknown,NA,2017-07-12,Oklahoma City,OK,73108,Oklahoma,Oklahoma City Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,40109105600,"Census Tract 1056, Oklahoma County, Oklahoma",26611,9778,4656,764,942,322,504,259,0,10,2886,629,1,1,1st Quintile,1,1,1,1,1,1,1,1,2,8,4,0.20231958762886598,0.10824742268041238,0,0.6198453608247423,Hispanic/Latino
21412,White,White,NA,2017-07-12,Lake View,SC,29563,Dillon,Dillon County Sheriff's Office,Gunshot,Uncertain,Uncertain,Uncertain,Not fleeing,Deadly force,45033970500,"Census Tract 9705, Dillon County, South Carolina",36896,6415,4037,631,2869,615,788,260,0,13,19,31,1,1,1st Quintile,1,1,1,1,2,2,2,3,7,25,13,0.7106762447361903,0.19519445132524152,0,0.004706465196928412,White
21401,White,White,NA,2017-07-11,Golden Valley,AZ,86413,Mohave,Mohave County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Foot,Deadly force,04015950602,"Census Tract 9506.02, Mohave County, Arizona",51688,16155,2462,494,2160,460,8,12,0,13,294,248,1,2,2nd Quintile,2,2,3,3,3,4,5,7,17,67,34,0.8773354995938262,0.003249390739236393,0,0.11941510966693746,White
21402,Black,Black,NA,2017-07-11,Leavenworth,KS,66048,Leavenworth,Leavenworth Police Department,Gunshot,Unarmed,None,Struggled,Not fleeing,Deadly force,20103070500,"Census Tract 705, Leavenworth County, Kansas",44470,9770,5377,741,3864,616,756,318,7,15,497,156,1,1,2nd Quintile,2,2,2,2,2,3,4,5,12,45,23,0.7186163288078854,0.14059884694067323,0.001301841175376604,0.09243072345173889,White
